"UNC_Marchetti_diatom_cultures_IP-DAG_pmol_total_man_ann.csv, exported from first sheet of UNC_Marchetti_diatom_cultures_IP-DAG_pmol_totals.xlsx after manual curation was performed on the Marchetti diatom culture data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results are in rm.flag_manual and complement the automatic removal flag annotations in rm.flag_auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This file was generated for re-importation back into R at approx. line 1482 in PAL1314_PAL1516_environmental_samples.R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto,rm.flag_manual,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,cultures,QC,Marchetti_diatom_culture_extract_A_act_1_QE002909,Marchetti_diatom_culture_extract_A_act_2_QE002910,Marchetti_diatom_culture_extract_Ch_sp_DNA_QE002911,Marchetti_diatom_culture_extract_F_cyl_1_QE002907,Marchetti_diatom_culture_extract_F_cyl_1_QE002908,Marchetti_diatom_culture_extract_Thalass_1_QE002905,Marchetti_diatom_culture_extract_Thalass_2_QE002906,QC_QE002903,QC_QE002915,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID
259,0,8,1,NA,0,1977,MGDG 36:8,C45H70O10,788.5307246,788.5306596,0.082464505,754.9164611,788.5305938,788.5321045,752.2734838,755.6329632,5,0,262.4367767,249.3415727,39.73974091,98.16369793,316.6114738,0.506806157,0.289150537,0,0,11874,73,53705,770.496899,IP_DAG,MGDG,[M+NH4]+,36,8,0,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"1977, 1985, 1986",
12114,NA,0,1,1,,1056,PG 36:4,C42H75O10P1,788.5436113,788.543747,-0.172123165,845.1399388,788.5434578,788.5452544,844.5984878,846.2203169,6,0,7.732516347,8.042588994,0.235428235,1.519374766,7.699689536,6.488435166,6.366976444,0,0,11875,43,29919,770.5097857,IP_DAG,PG,[M+NH4]+,36,4,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1056, 2028, 3478","1055, 1056, 1057",
2118,NA,0,1,1,,2028,PG 36:4,C42H75O10P1,788.5436113,788.544019,-0.516974751,822.2735833,788.5438267,788.5442112,821.9460565,822.6011102,2,0,6.256185365,5.23666521,0.329917902,0.417025851,2.282544991,1.586656514,0.89969187,0,0,11876,76,29919,770.5097857,IP_DAG,PG,[M+NH4]+,36,4,0,1,0,0,0,1,1,1,0,0,0,0,C1; C3c; C3f; C3r,"1056, 2028, 3478","2027, 2028, 2029","2027, 2028, 2029, 2030"
2299,NA,0,0,1,,3478,PG 36:4,C42H75O10P1,788.5436113,788.5436842,-0.092498603,685.7244052,788.5436801,788.5436884,685.5728282,685.8759822,2,0,11.74165119,9.943458907,0,0,0.123731276,0.092387187,0.111705371,0,0,11877,2981,29919,770.5097857,IP_DAG,PG,[M+NH4]+,36,4,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1056, 2028, 3478","3477, 3478, 3479",
11136,NA,0,0,NA,1,3539,PE 39:1,C44H86N1O8P1,788.6163824,788.6152994,1.373288371,814.7039901,788.6151921,788.6154066,811.9494763,817.4585039,2,0,0,0,0,0.193035415,1.13453046,0,0,0,0,11890,3249,23432,787.6091059,IP_DAG,PE,[M+H]+,39,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3539, 3587","3539, 3540",
11890,NA,0,0,NA,1,3540,PC 36:1,C44H86N1O8P1,788.6163824,788.6152994,1.373288371,814.7039901,788.6151921,788.6154066,811.9494763,817.4585039,2,0,0,0,0,0.138989821,0.816887334,0,0,0,0,11890,3249,37177,787.6091059,IP_DAG,PC,[M+H]+,36,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3540, 3588","3539, 3540",
11162,NA,0,0,NA,1,3587,PE 39:1,C44H86N1O8P1,788.6163824,788.6154611,1.168190958,1062.987917,788.6146512,788.6169194,1062.847238,1069.725104,3,0,0.471626219,0.361263389,0,0.005484458,0.064953917,0.499831325,0.651006812,0,0,11889,3452,23432,787.6091059,IP_DAG,PE,[M+H]+,39,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3539, 3587","3587, 3588",
11889,NA,0,0,NA,1,3588,PC 36:1,C44H86N1O8P1,788.6163824,788.6154611,1.168190958,1062.987917,788.6146512,788.6169194,1062.847238,1069.725104,3,0,0.339581438,0.260117729,0,0.003948933,0.046768275,0.359889746,0.468739481,0,0,11889,3452,37177,787.6091059,IP_DAG,PC,[M+H]+,36,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3540, 3588","3587, 3588",
5422,NA,0,0,NA,1,1465,MGDG 35:1,C44H82O10,788.6246251,788.6243381,0.363929823,896.8894061,788.6241812,788.6244949,896.7502396,897.0285726,2,0,0,0,0.15058753,0.078853695,0.338324003,0.008470696,0,0,0,11892,52,53305,770.5907995,IP_DAG,MGDG,[M+NH4]+,35,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1465, 2823","1463, 1464, 1465, 1466",
7721,NA,0,0,NA,1,2823,MGDG 35:1,C44H82O10,788.6246251,788.6248923,-0.338853116,1020.644872,788.6248669,788.6249177,1018.378571,1022.911172,2,0,0.013473728,0,0.211776571,0,0,2.72231631,2.751414963,0,0,11894,131,53305,770.5907995,IP_DAG,MGDG,[M+NH4]+,35,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1465, 2823","2821, 2822, 2823, 2824",
11163,NA,0,0,NA,1,3589,DGTS_DGTA 38:4,C48H85N1O7,788.6398812,788.6396826,0.25186692,1067.480465,788.6387676,788.6552427,1067.27536,1072.513099,3,0,0,0,0.033003606,0.002771572,0.137891114,0.461200043,0.325452097,0,0,11895,3453,16626,787.6326048,IP_DAG,DGTS_DGTA,[M+H]+,38,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3589, 3590",
8215,NA,0,0,1,,2300,DGDG 24:4,C39H64O15,790.4583475,790.4582501,0.123101216,654.3402543,790.4581052,790.4583951,653.7902356,654.8902729,2,0,0,0,0.710042172,5.229922928,28.59156076,0,0,0,0,11953,80,7202,772.4245219,IP_DAG,DGDG,[M+NH4]+,24,4,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
11925,NA,0,1,NA,0,4709,SQDG 31:4,C40H68O12S1,790.4769744,790.4769182,0.071180761,636.493157,790.4757822,790.4787634,635.8336698,640.4324615,5,0,0.791895731,0.517564209,23.1376593,0.844601902,2.689016508,2.47882543,1.826109157,0,0,11956,8228,44919,772.4431489,IP_DAG,SQDG,[M+NH4]+,31,4,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
1735,NA,0,0,NA,1,2168,PE 40:7,C45H76N1O8P1,790.538132,790.5382015,-0.087891533,922.855266,790.5379294,790.5519044,920.742319,923.2341232,2,1,0,0.0142099,0.159339932,0.0042413,0,0.20189585,0.172984058,0,2639100.469,11968,78,23807,789.5308555,IP_DAG,PE,[M+H]+,40,7,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2168, 2169",
17311,NA,0,0,NA,1,2169,PC 37:7,C45H76N1O8P1,790.538132,790.5382015,-0.087891533,922.855266,790.5379294,790.5519044,920.742319,923.2341232,2,1,0,0.010231446,0.114728319,0.003053831,0,0.145369533,0.124552395,0,2639100.469,11968,78,37602,789.5308555,IP_DAG,PC,[M+H]+,37,7,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2168, 2169",
746,0,2,1,NA,0,929,MGDG 36:7,C45H72O10,790.5463747,790.5469246,-0.695620803,800.6003807,790.5463888,790.5470518,793.4754004,808.8235629,5,0,56.97643568,55.05398085,67.81376313,17.7675023,62.3556385,0.018694438,0.025082401,0,0,11969,36,53680,772.5125491,IP_DAG,MGDG,[M+NH4]+,36,7,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"929, 941, 942",
2252,NA,0,0,1,,3295,PG 36:3,C42H77O10P1,790.5592614,790.5595179,-0.324506046,736.8880139,790.559312,790.5651334,735.2529182,737.464797,3,0,5.033008423,4.129511986,0,0,0.59013096,0.094098429,0,0,0,11970,2132,29889,772.5254358,IP_DAG,PG,[M+NH4]+,36,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3295, 4829","3294, 3295, 3296",
2577,0,2,1,1,,4829,PG 36:3,C42H77O10P1,790.5592614,790.559132,0.163626084,884.3560063,790.5590659,790.5591981,884.117987,884.5940257,2,0,0.135282833,0.135400722,0.032494619,0,0.030351962,75.3292126,53.06184083,0,0,11971,8633,29889,772.5254358,IP_DAG,PG,[M+NH4]+,36,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3295, 4829","4828, 4829, 4830",
1610,NA,0,0,NA,1,722,PE 39:0,C44H88N1O8P1,790.6320325,790.6305926,1.821091313,1118.399917,790.6301757,790.6309533,1109.266421,1118.523633,2,1,0.035948026,0.010177125,0.040577028,0.039682688,0,3.381348812,2.613398578,262371.891,0,11979,28,23407,789.624756,IP_DAG,PE,[M+H]+,39,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"722, 723",
1614,NA,0,0,NA,1,723,PC 36:0,C44H88N1O8P1,790.6320325,790.6305926,1.821091313,1118.399917,790.6301757,790.6309533,1109.266421,1118.523633,2,1,0.025883384,0.007327758,0.029216369,0.028572424,0,2.434646855,1.881705492,262371.891,0,11979,28,37152,789.624756,IP_DAG,PC,[M+H]+,36,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"722, 723",
11164,NA,0,0,NA,1,3591,MGDG 35:0,C44H84O10,790.6402752,790.6407757,-0.633108488,1063.048256,790.6405796,790.6554921,1062.847238,1068.114489,3,0,0,0,0.072993888,0.137685831,0,2.310823455,1.766303853,768220.7881,597968.2838,11983,3456,53280,772.6064496,IP_DAG,MGDG,[M+NH4]+,35,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3591, 5651","3591, 3592",
1974,NA,0,0,NA,1,3338,DGTS_DGTA 38:3,C48H87N1O7,790.6555313,790.6549934,0.68029807,1094.26183,790.6545669,790.6554199,1094.078794,1094.444865,2,0,0.004298725,0.014555398,0,0,0,1.14813531,0.733060564,0,0,11984,2352,16601,789.6482548,IP_DAG,DGTS_DGTA,[M+H]+,38,3,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3338, 3339",
3710,NA,0,0,NA,1,1043,SQDG 31:3,C40H70O12S1,792.4926245,792.4945316,-2.406488022,842.3452118,792.4944833,792.4946473,837.7952858,842.9786314,3,0,13.42880587,13.70715168,0,0.099449136,0.714351326,0,0,0,0,12041,43,44889,774.4587989,IP_DAG,SQDG,[M+NH4]+,31,3,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1043, 3480",,
11076,NA,0,1,NA,0,3480,SQDG 31:3,C40H70O12S1,792.4926245,792.4925854,0.0493311,684.7432728,792.4925526,792.4926183,683.9410853,685.5454603,2,0,0.720533743,0.495216942,0,2.375450785,6.487425101,0.107664045,0,46739.87833,27031.59559,12042,2983,44889,774.4587989,IP_DAG,SQDG,[M+NH4]+,31,3,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1043, 3480",,
11999,NA,0,0,1,,4832,PE 40:6,C45H78N1O8P1,792.5537821,792.5528411,1.187261982,866.0218123,792.5523142,792.553368,864.0834987,867.9601259,2,0,0.0191503,0,0,0.50535186,1.226668915,0.192517995,0.211673021,0,0,12050,8636,23782,791.5465056,IP_DAG,PE,[M+H]+,40,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4832, 4833",
2578,NA,0,1,NA,0,4833,PC 37:6,C45H78N1O8P1,792.5537821,792.5528411,1.187261982,866.0218123,792.5523142,792.553368,864.0834987,867.9601259,2,0,0.013788645,0,0,0.363864654,0.883229085,0.138617267,0.152409315,0,0,12050,8636,37577,791.5465056,IP_DAG,PC,[M+H]+,37,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4832, 4833",
2720,0,5,1,NA,0,1689,MGDG 36:6,C45H74O10,792.5620248,792.5619435,0.102486494,850.801534,792.5617815,792.5623085,849.5749535,851.9886987,7,0,37.54807555,37.17626911,51.38012049,26.27490148,87.5400185,0.980193211,0.678118852,0,0,12051,63,53655,774.5281992,IP_DAG,MGDG,[M+NH4]+,36,6,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"1689, 1690, 1763, 1764",
337,3,4,1,0,,1742,PG 36:2,C42H79O10P1,792.5749115,792.5749567,-0.057051805,914.7110101,792.5748601,792.575524,913.740967,917.2963562,7,0,8.971943653,8.112247873,28.2423882,0.305180576,1.380233388,166.4742423,114.699458,0,0,12053,63,29859,774.5410859,IP_DAG,PG,[M+NH4]+,36,2,0,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"1742, 1811, 1812",
1969,NA,0,0,NA,1,3330,DGTS_DGTA 38:2,C48H89N1O7,792.6711814,792.6712194,-0.047958181,1092.949627,792.6711683,792.6715605,1085.463234,1096.159327,3,0,0.106592635,0.055472148,0.041209153,0.196526252,0.030148404,0.09453595,0.214874322,94124.09591,318886.1438,12065,2310,16576,791.6639049,IP_DAG,DGTS_DGTA,[M+H]+,38,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3330, 3331",
2189,NA,0,0,1,,3067,PG 37:8,C43H69O10P1,794.4966611,794.496826,-0.207623311,518.5208041,794.4967027,794.4968295,516.75661,520.0582123,3,0,0.022566725,0,0,25.23320498,52.7761388,0.771944801,0.212057222,0,0,12124,1184,30369,776.4628355,IP_DAG,PG,[M+NH4]+,37,8,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3066, 3067, 3068",
71,NA,0,0,NA,1,567,SQDG 31:2,C40H72O12S1,794.5082746,794.5081531,0.152923949,738.5996971,794.507723,794.5085832,737.4310098,739.7683843,2,0,0.999455968,0.881640083,1.578277961,0.938948233,2.986760689,0.055583229,0,0,0,12129,21,44859,776.474449,IP_DAG,SQDG,[M+NH4]+,31,2,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"567, 825",,
833,NA,0,0,NA,1,825,SQDG 31:2,C40H72O12S1,794.5082746,794.5097326,-1.835141538,885.6516575,794.5096248,794.5100962,883.7020872,885.7199709,3,0,27.00103607,24.73515953,0,0.426203007,1.587592925,0,0,0,0,12127,32,44859,776.474449,IP_DAG,SQDG,[M+NH4]+,31,2,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"567, 825",,
3673,NA,0,1,NA,0,1818,MGDG 36:5,C45H76O10,794.5776748,794.5780184,-0.43240063,912.3989992,794.5777992,794.5809433,909.708159,914.1180333,7,0,9.277401639,9.369545169,27.37366663,8.126038985,18.38477966,9.104351248,6.69021532,0,0,12138,63,53630,776.5438492,IP_DAG,MGDG,[M+NH4]+,36,5,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"1748, 1816, 1817, 1818",
1393,NA,0,0,NA,1,2517,DGTS_DGTA 39:8,C49H79N1O7,794.592931,794.5933322,-0.504959644,978.8224222,794.5909844,794.6060611,973.5330345,980.1096806,5,0,0.008840682,0,0.059070746,0.001857489,0.022777483,0.365776416,0.282761078,0,0,12141,87,17001,793.5856545,IP_DAG,DGTS_DGTA,[M+H]+,39,8,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2517, 2692","2517, 2518",
4424,NA,0,0,NA,1,2692,DGTS_DGTA 39:8,C49H79N1O7,794.592931,794.5939567,-1.29084422,959.4683527,794.5938378,794.5940755,959.3696432,959.5670622,2,0,0,0,0.01790925,0,0,0.13473157,0.08935806,0,48434.05679,12140,103,17001,793.5856545,IP_DAG,DGTS_DGTA,[M+H]+,39,8,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2517, 2692","2692, 2693",
74,NA,0,0,NA,1,298,DGTS_DGTA 38:1,C48H91N1O7,794.6868315,794.6872379,-0.511442393,1112.471599,794.6868555,794.6876202,1109.668604,1115.274594,2,0,0.008909781,0.008536589,0,0.041974862,0.006825246,0.179741735,0.055599777,52565.87202,0,12149,14,16551,793.679555,IP_DAG,DGTS_DGTA,[M+H]+,38,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"298, 299",
3321,NA,0,0,NA,1,2364,PG 37:7,C43H71O10P1,796.5123111,796.512487,-0.220823578,553.3117717,796.5121446,796.5128779,549.4312387,554.4654907,4,0,0.413690495,0.288053369,0,1.521894911,3.496957916,0.042082125,0.02080847,0,0,12211,82,30339,778.4784856,IP_DAG,PG,[M+NH4]+,37,7,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2363, 2364, 2365",
857,NA,0,0,NA,1,1916,SQDG 31:1,C40H74O12S1,796.5239247,796.5253018,-1.728877628,950.9572711,796.5252612,796.5453353,950.9027927,951.2602396,3,0,15.2245501,13.89065712,4.689137313,0,0,0.075200966,0.075855807,0,0,12216,70,44829,778.4900991,IP_DAG,SQDG,[M+NH4]+,31,1,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1916, 2436, 3700",,
776,NA,0,1,NA,0,2436,SQDG 31:1,C40H74O12S1,796.5239247,796.5234906,0.544993575,775.1529159,796.5231659,796.5237993,774.9984364,778.0874309,5,0,52.92628772,51.72183293,15.85613798,14.6047292,45.27913752,1.140251486,0.856733979,0,0,12213,83,44829,778.4900991,IP_DAG,SQDG,[M+NH4]+,31,1,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1916, 2436, 3700",,
11243,NA,0,0,NA,1,3700,SQDG 31:1,C40H74O12S1,796.5239247,796.5236612,0.330751471,799.9735453,796.5205513,796.5238328,798.6766914,804.2444825,1,2,0,0,0,0.077928624,0,0,2.825877579,395397.626,425667.6912,12214,3828,44829,778.4900991,IP_DAG,SQDG,[M+NH4]+,31,1,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1916, 2436, 3700",,
3327,NA,0,0,NA,1,4836,MGDG 36:4,C45H78O10,796.5933249,796.5935376,-0.267049313,862.5575445,796.5934849,796.5935904,861.7568934,863.3581956,2,0,0,0,0,0,0,2.213990223,1.122112839,83511.40203,81367.85227,12227,8650,53605,778.5594993,IP_DAG,MGDG,[M+NH4]+,36,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4834, 4835, 4836, 4837",
12551,NA,0,0,NA,1,5737,DGTS_DGTA 39:7,C49H81N1O7,796.6085811,796.6103603,-2.23350581,1005.976276,796.6099691,796.6107515,1004.797174,1007.155378,2,0,0,0,0,0,0,0.347187601,0.185456889,0,0,12229,12652,16976,795.6013046,IP_DAG,DGTS_DGTA,[M+H]+,39,7,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5737, 5738",
334,0,1,1,NA,0,2366,SQDG 32:7,C41H64O12S1,798.4456743,798.4458386,-0.205852066,551.9580747,798.4452795,798.4463978,551.3355788,552.5805706,2,0,0.417854411,0.472085639,277.0360943,0.323715181,1.336902475,0,0,0,0,12299,82,45249,780.4118487,IP_DAG,SQDG,[M+NH4]+,32,7,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
1693,NA,0,1,NA,0,2208,PC 38:10,C46H72N1O8P1,798.5068318,798.5068013,0.03827308,699.6441353,798.5063716,798.5070614,698.5341384,701.6867749,7,0,1.116368155,1.065041067,3.625853092,1.842478116,6.727046666,3.260253606,2.227703465,0,0,12308,79,37902,797.4995554,IP_DAG,PC,[M+H]+,38,10,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,
9412,NA,0,0,1,,1921,PG 37:6,C43H73O10P1,798.5279612,798.5295003,-1.927391069,949.9168243,798.5288387,798.5301618,948.9308559,950.9027927,2,0,0.397528379,0.258518016,0,0,0,0,0,0,0,12313,70,30309,780.4941356,IP_DAG,PG,[M+NH4]+,37,6,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1921, 2368","1920, 1921, 1922",
3351,NA,0,0,NA,1,2368,PG 37:6,C43H73O10P1,798.5279612,798.5281336,-0.21588786,579.758292,798.5280045,798.5284387,579.1233905,581.1919893,4,0,0.797880289,0.678782701,0,1.295435072,2.838247074,0.163890928,0.141606965,0,0,12312,82,30309,780.4941356,IP_DAG,PG,[M+NH4]+,37,6,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1921, 2368","2367, 2368, 2369",
5616,NA,0,1,NA,0,2035,SQDG 31:0,C40H76O12S1,798.5395748,798.5395265,0.060463711,834.7445729,798.5392353,798.540072,834.379892,836.01323,5,1,0,0,0.752499904,2.935630144,8.551058462,3.046328618,2.005799409,224450.6785,121189.2138,12316,76,44799,780.5057492,IP_DAG,SQDG,[M+NH4]+,31,0,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
11916,NA,0,0,NA,1,2742,PE 40:3,C45H84N1O8P1,798.6007323,798.6002614,0.589682129,987.6512742,798.5995795,798.612528,982.3715607,1002.525164,7,0,0.128706248,0.155929069,0.154597496,0.025559772,0.231678818,3.001018466,0.843286593,0,0,12326,108,23707,797.5934558,IP_DAG,PE,[M+H]+,40,3,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2742, 2743",
11917,NA,0,0,NA,1,2743,PC 37:3,C45H84N1O8P1,798.6007323,798.6002614,0.589682129,987.6512742,798.5995795,798.612528,982.3715607,1002.525164,7,0,0.09267138,0.112272421,0.111313659,0.018403608,0.166813937,2.16080049,0.607185229,0,0,12326,108,37502,797.5934558,IP_DAG,PC,[M+H]+,37,3,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2742, 2743",
3373,0,1,1,NA,0,2370,SQDG 32:6,C41H66O12S1,800.4613244,800.4614018,-0.096778969,580.6872793,800.4611881,800.4775193,577.4944343,592.5214066,6,0,1.738283052,1.642475851,656.9020784,1.333925547,5.187374804,0.072351818,0.622768507,0,0,12392,82,45219,782.4274988,IP_DAG,SQDG,[M+NH4]+,32,6,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
8,14,14,1,0,,547,PC 38:9,C46H74N1O8P1,800.5224819,800.5222365,0.306554207,735.2529182,800.5219413,800.5225496,734.6661155,738.7593956,7,0,121.3507463,114.0055527,10.70079917,237.8954328,743.5100181,9.833190393,5.4154627,0,0,12401,21,37877,799.5152054,IP_DAG,PC,[M+H]+,38,9,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,
12408,NA,0,0,NA,1,4713,PG 37:5,C43H75O10P1,800.5436113,800.5433235,0.359527536,624.5653025,800.5429717,800.5435463,619.9978645,628.9209293,5,0,0.521380168,0.608958745,0,0.386634927,0.651643454,1.070952138,0.730910407,15874.20015,0,12408,8231,30279,782.5097857,IP_DAG,PG,[M+NH4]+,37,5,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4712, 4713, 4714",
6112,NA,0,0,1,,1157,PE 40:2,C45H86N1O8P1,800.6163824,800.6169134,-0.663277575,1040.696688,800.6166034,800.624444,1018.395035,1045.403447,6,0,0.187079264,0.226449823,0.015381295,0.078194825,1.542019329,23.14360884,12.48630504,0,0,12414,45,23682,799.6091059,IP_DAG,PE,[M+H]+,40,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"1157, 1158",
611,NA,0,1,NA,0,1158,PC 37:2,C45H86N1O8P1,800.6163824,800.6169134,-0.663277575,1040.696688,800.6166034,800.624444,1018.395035,1045.403447,6,0,0.134701259,0.163048943,0.011074877,0.056302025,1.110288443,16.66391656,8.990419207,0,0,12414,45,37477,799.6091059,IP_DAG,PC,[M+H]+,37,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"1157, 1158",
1900,NA,0,0,NA,1,3249,DGTS_DGTA 39:5,C49H85N1O7,800.6398812,800.64073,-1.060132261,1031.311363,800.6405798,800.6408802,1030.922749,1031.699976,2,0,0.141830732,0.121454047,0,0,0,0,0,0,0,12416,2040,16926,799.6326048,IP_DAG,DGTS_DGTA,[M+H]+,39,5,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3249, 3250",
13111,NA,0,1,NA,1,1256,SQDG 32:5,C41H68O12S1,802.4769744,802.4777165,-0.92464967,646.2363495,802.4776501,802.4777828,645.1781623,647.2945367,2,0,2.179678236,2.079291572,42.57386168,0.809120964,2.843856519,0.661599511,0.598140741,0,0,12484,47,45189,784.4431489,IP_DAG,SQDG,[M+NH4]+,32,5,0,1,0,0,0,1,0,1,0,0,0,0,C1; C3c; C3r,"1256, 4646, 5447",,"1255, 1256"
11880,0,1,1,NA,0,4646,SQDG 32:5,C41H68O12S1,802.4769744,802.4770855,-0.13834498,622.832632,802.4768552,802.4930789,622.1197351,626.6118733,6,0,8.897856174,8.671450618,475.7477381,9.680381405,33.16071148,1.14359116,0.574581756,0,0,12487,8086,45189,784.4431489,IP_DAG,SQDG,[M+NH4]+,32,5,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1256, 4646, 5447",,
15810,NA,0,0,NA,1,5447,SQDG 32:5,C41H68O12S1,802.4769744,802.4764817,0.61400944,550.1736808,802.4764657,802.4764977,549.6772349,550.6701267,2,0,1.674548943,1.416316385,0,0.49052298,2.684405213,8.001370368,5.30541857,0,13266.94956,12486,11096,45189,784.4431489,IP_DAG,SQDG,[M+NH4]+,32,5,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1256, 4646, 5447",,
1715,0,14,0,1,,894,PE 41:8,C46H76N1O8P1,802.538132,802.5380181,0.141869342,788.3447202,802.5377209,802.5382368,784.9334171,799.7985288,7,0,474.3955339,454.4840151,19.61156329,54.11872215,177.3281292,3.866882679,2.469954299,0,17868.65932,12497,35,24132,801.5308555,IP_DAG,PE,[M+H]+,41,8,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"894, 1768","894, 895",
1716,14,14,1,0,,895,PC 38:8,C46H76N1O8P1,802.538132,802.5380181,0.141869342,788.3447202,802.5377209,802.5382368,784.9334171,799.7985288,7,0,341.5754064,327.2386671,14.12076468,38.9666917,127.6802235,2.784242111,1.778422399,0,17868.65932,12497,35,37852,801.5308555,IP_DAG,PC,[M+H]+,38,8,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"895, 1769","894, 895",
357,0,8,0,1,,1768,PE 41:8,C46H76N1O8P1,802.538132,802.5365852,1.92736634,847.186761,802.5359191,802.5376295,846.8451832,848.5310507,4,0,50.2393582,51.03881062,0.356900826,3.959703998,11.69613003,0.108640065,0.184505168,0,40016.01177,12498,63,24132,801.5308555,IP_DAG,PE,[M+H]+,41,8,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"894, 1768","1768, 1769",
3522,8,8,0,0,,1769,PC 38:8,C46H76N1O8P1,802.538132,802.5365852,1.92736634,847.186761,802.5359191,802.5376295,846.8451832,848.5310507,4,0,36.1734628,36.74908644,0.256976586,2.851075539,8.421475508,0.078223279,0.132847852,0,40016.01177,12498,63,37852,801.5308555,IP_DAG,PC,[M+H]+,38,8,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"895, 1769","1768, 1769",
