Batch,scan005
EV300,140607
Data Mode,A  None
Sample,Sample001
Cycle,Cycle01
Date Collected,1/18/17
Time Collected,3:38:15PM
Entries,Data Points
nm,A
302.6,0.1065
302.8,0.1065
303,0.106
303.2,0.1061
303.4,0.1056
303.6,0.1049
303.8,0.1048
304,0.1045
304.2,0.1038
304.4,0.103
304.6,0.1023
304.8,0.1021
305,0.1013
305.2,0.1005
305.4,0.0995
305.6,0.0987
305.8,0.0981
306,0.0972
306.2,0.0961
306.4,0.0954
306.6,0.0944
306.8,0.094
307,0.0928
307.2,0.0919
307.4,0.0911
307.6,0.0902
307.8,0.0891
308,0.0885
308.2,0.0871
308.4,0.0863
308.6,0.0851
308.8,0.0848
309,0.084
309.2,0.0838
309.4,0.0829
309.6,0.082
309.8,0.0817
310,0.0812
310.2,0.0806
310.4,0.0807
310.6,0.0803
310.8,0.0798
311,0.0799
311.2,0.0795
311.4,0.0794
311.6,0.0793
311.8,0.079
312,0.0791
312.2,0.0789
312.4,0.0789
312.6,0.0793
312.8,0.0791
313,0.079
313.2,0.0793
313.4,0.0788
313.6,0.0794
313.8,0.0794
314,0.0795
314.2,0.0794
314.4,0.0796
314.6,0.0799
314.8,0.0795
315,0.0795
315.2,0.0797
315.4,0.0794
315.6,0.0797
315.8,0.0799
316,0.0804
316.2,0.0807
316.4,0.0811
316.6,0.0811
316.8,0.0812
317,0.0813
317.2,0.0817
317.4,0.0816
317.6,0.0816
317.8,0.0813
318,0.0811
318.2,0.081
318.4,0.0805
318.6,0.0801
318.8,0.0797
319,0.0794
319.2,0.0791
319.4,0.0785
319.6,0.0783
319.8,0.0774
320,0.0772
320.2,0.0763
320.4,0.076
320.6,0.0752
320.8,0.0751
321,0.0741
321.2,0.0732
321.4,0.0728
321.6,0.0718
321.8,0.0716
322,0.0705
322.2,0.0698
322.4,0.0692
322.6,0.0689
322.8,0.0679
323,0.0673
323.2,0.0665
323.4,0.0654
323.6,0.0641
323.8,0.0633
324,0.0633
324.2,0.0619
324.4,0.061
324.6,0.0603
324.8,0.0599
325,0.0593
325.2,0.0593
325.4,0.0582
325.6,0.0576
325.8,0.0571
326,0.0564
326.2,0.0561
326.4,0.0557
326.6,0.0552
326.8,0.0548
327,0.0539
327.2,0.0539
327.4,0.0533
327.6,0.0532
327.8,0.0526
328,0.0523
328.2,0.0513
328.4,0.0512
328.6,0.0505
328.8,0.0504
329,0.0499
329.2,0.0499
329.4,0.049
329.6,0.0487
329.8,0.0486
330,0.0484
330.2,0.0481
330.4,0.0477
330.6,0.0469
330.8,0.047
331,0.0467
331.2,0.0468
331.4,0.046
331.6,0.0463
331.8,0.046
332,0.0455
332.2,0.0454
332.4,0.0453
332.6,0.0445
332.8,0.0443
333,0.044
333.2,0.044
333.4,0.0437
333.6,0.0435
333.8,0.0429
334,0.0433
334.2,0.0426
334.4,0.0428
334.6,0.0428
334.8,0.0421
335,0.0422
335.2,0.0419
335.4,0.0417
335.6,0.0414
335.8,0.0415
336,0.0416
336.2,0.0409
336.4,0.0408
336.6,0.0411
336.8,0.0405
337,0.0404
337.2,0.0403
337.4,0.0396
337.6,0.0399
337.8,0.0396
338,0.04
338.2,0.039
338.4,0.0388
338.6,0.0393
338.8,0.0387
339,0.0386
339.2,0.0383
339.4,0.0386
339.6,0.0387
339.8,0.0385
340,0.0385
340.2,0.0384
340.4,0.0379
340.6,0.0376
340.8,0.0379
341,0.0383
341.2,0.0377
341.4,0.0373
341.6,0.0373
341.8,0.0372
342,0.037
342.2,0.0369
342.4,0.0371
342.6,0.0366
342.8,0.0371
343,0.0374
343.2,0.0364
343.4,0.0366
343.6,0.0366
343.8,0.0366
344,0.0362
344.2,0.036
344.4,0.0364
344.6,0.036
344.8,0.0357
345,0.0356
345.2,0.035
345.4,0.0358
345.6,0.0357
345.8,0.0355
346,0.0355
346.2,0.0349
346.4,0.0353
346.6,0.0352
346.8,0.0353
347,0.0354
347.2,0.0354
347.4,0.0354
347.6,0.035
347.8,0.0344
348,0.0349
348.2,0.035
348.4,0.035
348.6,0.0346
348.8,0.0353
349,0.0346
349.2,0.0348
349.4,0.0343
349.6,0.0343
349.8,0.0341
350,0.034
350.2,0.0343
350.4,0.0342
350.6,0.0341
350.8,0.0342
351,0.0337
351.2,0.0339
351.4,0.0335
351.6,0.0337
351.8,0.0338
352,0.0332
352.2,0.0335
352.4,0.0335
352.6,0.0334
352.8,0.0336
353,0.0336
353.2,0.0336
353.4,0.0333
353.6,0.0327
353.8,0.0329
354,0.033
354.2,0.0333
354.4,0.0328
354.6,0.0331
354.8,0.033
355,0.0328
355.2,0.0326
355.4,0.0327
355.6,0.0326
355.8,0.0324
356,0.0324
356.2,0.0328
356.4,0.0322
356.6,0.032
356.8,0.0321
357,0.0317
357.2,0.0319
357.4,0.0316
357.6,0.0315
357.8,0.0314
358,0.0311
358.2,0.0305
358.4,0.0307
358.6,0.0301
358.8,0.0305
359,0.0302
359.2,0.0305
359.4,0.0311
359.6,0.0306
359.8,0.0303
360,0.03
360.2,0.0303
360.4,0.0299
360.6,0.03
360.8,0.0298
361,0.029
361.2,0.0291
361.4,0.0287
361.6,0.0279
361.8,0.0276
362,0.0274
362.2,0.0274
362.4,0.0265
362.6,0.0264
362.8,0.027
363,0.0267
363.2,0.0265
363.4,0.0267
363.6,0.0272
363.8,0.0272
364,0.0281
364.2,0.0277
364.4,0.0277
364.6,0.0273
364.8,0.0278
365,0.0275
365.2,0.0271
365.4,0.0273
365.6,0.0269
365.8,0.0267
366,0.0264
366.2,0.0264
366.4,0.0261
366.6,0.0258
366.8,0.0261
367,0.026
367.2,0.025
367.4,0.025
367.6,0.0253
367.8,0.0244
368,0.0245
368.2,0.0248
368.4,0.0252
368.6,0.024
368.8,0.024
369,0.0243
369.2,0.0238
369.4,0.0237
369.6,0.0236
369.8,0.0225
370,0.0233
370.2,0.0232
370.4,0.0225
370.6,0.0228
370.8,0.023
371,0.0231
371.2,0.0232
371.4,0.022
371.6,0.0224
371.8,0.0221
372,0.0224
372.2,0.0219
372.4,0.0224
372.6,0.0218
372.8,0.0214
373,0.022
373.2,0.0217
373.4,0.0211
373.6,0.0216
373.8,0.0211
374,0.0214
374.2,0.0209
374.4,0.0207
374.6,0.0215
374.8,0.0208
375,0.0216
375.2,0.0212
375.4,0.0202
375.6,0.0202
375.8,0.0204
376,0.0205
376.2,0.0206
376.4,0.0196
376.6,0.0206
376.8,0.0204
377,0.0198
377.2,0.0205
377.4,0.0202
377.6,0.0195
377.8,0.02
378,0.0206
378.2,0.0207
378.4,0.0202
378.6,0.0205
378.8,0.0202
379,0.0202
379.2,0.0197
379.4,0.0195
379.6,0.0194
379.8,0.0196
380,0.02
380.2,0.0196
380.4,0.0196
380.6,0.0195
380.8,0.0195
381,0.0192
381.2,0.0193
381.4,0.0199
381.6,0.0196
381.8,0.0194
382,0.0192
382.2,0.0191
382.4,0.0191
382.6,0.0192
382.8,0.0188
383,0.0189
383.2,0.0191
383.4,0.0189
383.6,0.0199
383.8,0.0191
384,0.0193
384.2,0.0196
384.4,0.0187
384.6,0.0189
384.8,0.0195
385,0.0188
385.2,0.0189
385.4,0.0192
385.6,0.0187
385.8,0.0188
386,0.0183
386.2,0.0187
386.4,0.0182
386.6,0.0191
386.8,0.0184
387,0.0184
387.2,0.0187
387.4,0.0183
387.6,0.0185
387.8,0.0185
388,0.0184
388.2,0.0179
388.4,0.018
388.6,0.0185
388.8,0.0179
389,0.0181
389.2,0.0178
389.4,0.0179
389.6,0.0179
389.8,0.0179
390,0.0181
390.2,0.018
390.4,0.018
390.6,0.0173
390.8,0.0178
391,0.0175
391.2,0.0175
391.4,0.0175
391.6,0.0179
391.8,0.0177
392,0.0178
392.2,0.0177
392.4,0.0173
392.6,0.0179
392.8,0.0176
393,0.0174
393.2,0.0176
393.4,0.0172
393.6,0.0174
393.8,0.0167
394,0.0171
394.2,0.017
394.4,0.0172
394.6,0.0171
394.8,0.0174
395,0.0174
395.2,0.0174
395.4,0.0172
395.6,0.0168
395.8,0.0169
396,0.0169
396.2,0.0174
396.4,0.0176
396.6,0.0169
396.8,0.0173
397,0.0168
397.2,0.017
397.4,0.0173
397.6,0.0173
397.8,0.0167
398,0.0168
398.2,0.017
398.4,0.0165
398.6,0.0165
398.8,0.0167
399,0.0164
399.2,0.0169
399.4,0.0168
399.6,0.0164
399.8,0.0163
400,0.0165
400.2,0.0164
400.4,0.0164
400.6,0.016
400.8,0.0157
401,0.016
401.2,0.0164
401.4,0.0161
401.6,0.0162
401.8,0.0161
402,0.0155
402.2,0.0161
402.4,0.0158
402.6,0.0159
402.8,0.0162
403,0.0158
403.2,0.0156
403.4,0.0154
403.6,0.0155
403.8,0.0154
404,0.0158
404.2,0.0152
404.4,0.0153
404.6,0.0145
404.8,0.0151
405,0.0156
405.2,0.0152
405.4,0.0155
405.6,0.015
405.8,0.0152
406,0.0154
406.2,0.0152
406.4,0.0148
406.6,0.015
406.8,0.0144
407,0.0145
407.2,0.0146
407.4,0.0151
407.6,0.0146
407.8,0.015
408,0.0147
408.2,0.0146
408.4,0.0143
408.6,0.0146
408.8,0.0143
409,0.0148
409.2,0.0141
409.4,0.0143
409.6,0.014
409.8,0.0141
410,0.0138
410.2,0.0136
410.4,0.0139
410.6,0.0139
410.8,0.0137
411,0.0138
411.2,0.0136
411.4,0.0134
411.6,0.0134
411.8,0.0137
412,0.0131
412.2,0.013
412.4,0.0129
412.6,0.0133
412.8,0.0129
413,0.013
413.2,0.0128
413.4,0.0128
413.6,0.0133
413.8,0.0127
414,0.013
414.2,0.0128
414.4,0.0126
414.6,0.0125
414.8,0.0125
415,0.012
415.2,0.0127
415.4,0.0126
415.6,0.0125
415.8,0.0122
416,0.0122
416.2,0.0121
416.4,0.0122
416.6,0.0121
416.8,0.0116
417,0.0121
417.2,0.0118
417.4,0.0119
417.6,0.0119
417.8,0.0116
418,0.0116
418.2,0.0115
418.4,0.0109
418.6,0.0116
418.8,0.0117
419,0.0116
419.2,0.0116
419.4,0.0116
419.6,0.0113
419.8,0.0113
420,0.0114
420.2,0.0117
420.4,0.0112
420.6,0.0113
420.8,0.0116
421,0.0116
421.2,0.0115
421.4,0.0114
421.6,0.0115
421.8,0.0116
422,0.0114
422.2,0.0114
422.4,0.0113
422.6,0.0113
422.8,0.0111
423,0.0112
423.2,0.0107
423.4,0.0111
423.6,0.0112
423.8,0.0111
424,0.0111
424.2,0.0109
424.4,0.0109
424.6,0.011
424.8,0.0113
425,0.0112
425.2,0.0111
425.4,0.0112
425.6,0.0113
425.8,0.0111
426,0.0113
426.2,0.0114
426.4,0.0111
426.6,0.0108
426.8,0.0108
427,0.0107
427.2,0.0109
427.4,0.0111
427.6,0.011
427.8,0.0107
428,0.0107
428.2,0.0109
428.4,0.0107
428.6,0.0108
428.8,0.0109
429,0.0103
429.2,0.0111
429.4,0.0106
429.6,0.0102
429.8,0.0107
430,0.0108
430.2,0.0106
430.4,0.0107
430.6,0.0108
430.8,0.0103
431,0.0107
431.2,0.0108
431.4,0.0104
431.6,0.0105
431.8,0.0105
432,0.0105
432.2,0.0104
432.4,0.0103
432.6,0.0107
432.8,0.0106
433,0.0105
433.2,0.011
433.4,0.0108
433.6,0.0106
433.8,0.0108
434,0.0108
434.2,0.0105
434.4,0.0108
434.6,0.0106
434.8,0.0107
435,0.0107
435.2,0.0108
435.4,0.011
435.6,0.0107
435.8,0.0105
436,0.011
436.2,0.0108
436.4,0.0111
436.6,0.0107
436.8,0.0109
437,0.0108
437.2,0.0107
437.4,0.0108
437.6,0.0107
437.8,0.0107
438,0.0107
438.2,0.0104
438.4,0.0109
438.6,0.0109
438.8,0.0107
439,0.0108
439.2,0.011
439.4,0.0109
439.6,0.0104
439.8,0.0108
440,0.011
440.2,0.0107
440.4,0.0107
440.6,0.011
440.8,0.0109
441,0.0108
441.2,0.0109
441.4,0.011
441.6,0.0109
441.8,0.0109
442,0.0111
442.2,0.0111
442.4,0.0111
442.6,0.0108
442.8,0.0112
443,0.0104
443.2,0.0113
443.4,0.0109
443.6,0.0114
443.8,0.0111
444,0.0112
444.2,0.0113
444.4,0.0109
444.6,0.0109
444.8,0.0114
445,0.0112
445.2,0.0112
445.4,0.0108
445.6,0.0113
445.8,0.0112
446,0.0109
446.2,0.0111
446.4,0.0108
446.6,0.0112
446.8,0.0112
447,0.0115
447.2,0.0113
447.4,0.0112
447.6,0.0111
447.8,0.0112
448,0.0113
448.2,0.0109
448.4,0.0111
448.6,0.0117
448.8,0.0117
449,0.0114
449.2,0.0118
449.4,0.012
449.6,0.012
449.8,0.0119
450,0.012
450.2,0.0123
450.4,0.0124
450.6,0.0129
450.8,0.0127
451,0.0128
451.2,0.0133
451.4,0.0125
451.6,0.0133
451.8,0.0128
452,0.0129
452.2,0.0129
452.4,0.0132
452.6,0.0127
452.8,0.0132
453,0.0129
453.2,0.0126
453.4,0.013
453.6,0.013
453.8,0.0133
454,0.013
454.2,0.0133
454.4,0.0135
454.6,0.0138
454.8,0.0136
455,0.0138
455.2,0.0137
455.4,0.0137
455.6,0.014
455.8,0.0142
456,0.0141
456.2,0.0143
456.4,0.014
456.6,0.0141
456.8,0.0142
457,0.014
457.2,0.0144
457.4,0.0142
457.6,0.015
457.8,0.0145
458,0.0146
458.2,0.0145
458.4,0.0145
458.6,0.0145
458.8,0.0151
459,0.015
459.2,0.0151
459.4,0.0145
459.6,0.0145
459.8,0.0147
460,0.0146
460.2,0.0143
460.4,0.0145
460.6,0.0146
460.8,0.0145
461,0.0145
461.2,0.0145
461.4,0.0148
461.6,0.0147
461.8,0.0143
462,0.0144
462.2,0.0148
462.4,0.0146
462.6,0.0151
462.8,0.0147
463,0.0152
463.2,0.0145
463.4,0.0153
463.6,0.015
463.8,0.0146
464,0.0143
464.2,0.0146
464.4,0.0149
464.6,0.0147
464.8,0.0143
465,0.0147
465.2,0.0144
465.4,0.0147
465.6,0.0144
465.8,0.0148
466,0.0145
466.2,0.014
466.4,0.0135
466.6,0.0139
466.8,0.0137
467,0.0136
467.2,0.0142
467.4,0.0139
467.6,0.0139
467.8,0.0136
468,0.0139
468.2,0.0135
468.4,0.0132
468.6,0.0136
468.8,0.0134
469,0.0133
469.2,0.0132
469.4,0.0124
469.6,0.0124
469.8,0.0127
470,0.0127
470.2,0.0119
470.4,0.0117
470.6,0.0124
470.8,0.0118
471,0.0115
471.2,0.012
471.4,0.0118
471.6,0.0113
471.8,0.0112
472,0.011
472.2,0.011
472.4,0.0108
472.6,0.0109
472.8,0.0105
473,0.0102
473.2,0.0101
473.4,0.0104
473.6,0.0101
473.8,0.0104
474,0.0101
474.2,0.0098
474.4,0.0102
474.6,0.0099
474.8,0.0099
475,0.0092
475.2,0.0092
475.4,0.0089
475.6,0.0096
475.8,0.0097
476,0.0091
476.2,0.009
476.4,0.0092
476.6,0.0087
476.8,0.0089
477,0.009
477.2,0.0083
477.4,0.0086
477.6,0.0082
477.8,0.0081
478,0.0086
478.2,0.0085
478.4,0.008
478.6,0.0081
478.8,0.0082
479,0.0077
479.2,0.008
479.4,0.0083
479.6,0.0079
479.8,0.0075
480,0.008
480.2,0.0079
480.4,0.0079
480.6,0.0076
480.8,0.0072
481,0.0075
481.2,0.0078
481.4,0.007
481.6,0.0073
481.8,0.0071
482,0.0074
482.2,0.0073
482.4,0.0072
482.6,0.0072
482.8,0.0072
483,0.0067
483.2,0.0065
483.4,0.0063
483.6,0.0064
483.8,0.0061
484,0.0059
484.2,0.0058
484.4,0.0059
484.6,0.0061
484.8,0.006
485,0.0061
485.2,0.0063
485.4,0.0061
485.6,0.0063
485.8,0.006
486,0.0063
486.2,0.0063
486.4,0.0058
486.6,0.006
486.8,0.0059
487,0.0059
487.2,0.0058
487.4,0.0057
487.6,0.0056
487.8,0.0057
488,0.0058
488.2,0.0059
488.4,0.0057
488.6,0.0057
488.8,0.0055
489,0.006
489.2,0.0058
489.4,0.0059
489.6,0.0061
489.8,0.0062
490,0.0063
490.2,0.0065
490.4,0.0058
490.6,0.0076
490.8,0.0056
491,0.0061
491.2,0.006
491.4,0.0061
491.6,0.0063
491.8,0.0057
492,0.0064
492.2,0.0061
492.4,0.0059
492.6,0.0061
492.8,0.0062
493,0.0059
493.2,0.0062
493.4,0.0061
493.6,0.0057
493.8,0.0059
494,0.0063
494.2,0.0058
494.4,0.0063
494.6,0.0061
494.8,0.006
495,0.0058
495.2,0.0059
495.4,0.0061
495.6,0.006
495.8,0.0063
496,0.006
496.2,0.006
496.4,0.0061
496.6,0.0059
496.8,0.0063
497,0.0062
497.2,0.0059
497.4,0.0062
497.6,0.0065
497.8,0.0064
498,0.0061
498.2,0.0064
498.4,0.0065
498.6,0.0063
498.8,0.0066
499,0.0067
499.2,0.0064
499.4,0.0064
499.6,0.0064
499.8,0.0068
500,0.0067
